NationRegionName,NationRegionType,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04
Dominica,Country,13.41,12.21,15.37,15.24,12.86,16.11,14.34,17.10,13.18,14.11,12.51,13.92,14.03,13.81,17.18,13.52,13.49,13.78,14.64,16.20,16.57,13.51,14.48,11.50,28.54,9.69,10.49,11.27,11.86,9.57,10.73,11.99,9.82,9.21,12.38,10.51,12.51,21.49,10.24,8.43,13.02,12.72,13.09,3.26,4.83,3.03,5.54,2.88,6.99,6.25,16.62,4.45,9.62,4.24,8.39,5.20,4.76,5.31,4.45,3.35,6.53,3.62,4.03,6.29,5.19,5.26,6.02,4.00,3.56,5.23,4.44,6.67,4.01,4.43,5.16,3.40
Dominican Rep.,Country,601.45,705.11,766.50,713.41,758.82,779.21,769.48,784.09,731.21,931.70,722.89,750.99,614.23,650.86,696.71,702.31,792.90,758.62,778.18,759.33,707.45,755.08,676.97,617.62,540.58,714.99,788.49,698.89,749.51,818.46,769.58,863.93,775.34,789.59,831.18,676.58,575.81,635.34,796.37,735.11,810.84,817.91,735.33,801.34,732.02,797.73,835.06,744.17,712.51,716.87,792.92,751.89,883.94,813.80,872.92,832.33,775.77,889.98,784.92,780.15,783.27,825.78,907.07,811.75,871.08,902.82,878.16,868.01,871.52,929.09,886.89,839.61,700.91,862.53,839.25,605.72
Ecuador,Country,"2,251.95","2,384.47","2,292.25","2,374.22","2,354.16","2,127.38","2,573.07","2,891.49","2,564.94","2,412.20","1,724.11","2,154.44","1,984.54","1,531.71","1,944.68","1,524.69","1,697.10","1,979.79","1,868.77","1,799.30","1,679.16","1,585.66","1,460.58","1,524.99","1,450.46","1,327.43","1,460.72","1,420.92","1,657.57","1,537.67","1,409.48","1,589.27","1,578.39","1,466.28","1,506.21","1,644.51","1,696.11","1,672.79","1,889.29","1,741.07","1,731.51","1,570.07","1,625.73","1,571.70","1,491.35","1,634.37","1,634.18","1,891.83","1,837.90","1,592.94","1,936.52","1,995.85","1,874.08","1,711.41","2,004.50","2,142.52","1,726.03","2,000.60","2,035.61","1,930.21","1,882.45","1,796.16","1,862.71","1,915.92","2,282.02","2,054.36","2,036.49","2,255.45","1,815.58","2,031.09","2,140.26","2,297.89","2,072.66","2,082.91","2,007.29","1,562.18"
El Salvador,Country,353.82,403.60,477.27,427.18,473.67,466.13,517.60,441.10,432.19,448.74,411.59,422.96,388.56,431.43,494.17,449.23,474.42,485.98,550.86,476.48,497.86,478.18,448.44,434.32,373.98,426.51,461.82,467.93,497.94,470.67,500.48,462.81,464.25,469.17,468.06,432.22,397.86,446.21,524.34,483.93,541.19,499.31,528.62,535.67,474.12,516.80,491.58,475.26,449.91,455.78,527.60,507.47,534.23,502.70,549.30,541.87,485.83,538.69,477.51,476.33,445.37,460.53,494.88,451.07,462.48,483.13,556.75,475.50,475.05,503.59,478.24,459.94,459.60,504.04,483.73,255.68
Falkland Islands (Malvinas),Country,5.18,9.28,12.62,7.40,33.19,19.87,21.89,11.79,13.23,22.82,29.43,14.42,9.61,8.08,11.44,23.61,23.38,45.69,11.28,5.79,4.32,36.44,14.45,2.73,4.17,3.55,4.67,9.55,42.46,83.93,20.29,6.19,5.54,38.54,36.97,21.46,1.85,10.11,5.28,16.09,31.88,37.78,16.26,16.77,12.72,18.70,30.23,10.91,14.15,10.31,14.09,20.20,49.26,53.27,22.38,16.00,17.89,32.51,28.66,14.45,23.58,8.19,11.25,39.00,46.43,32.60,24.74,17.99,29.86,59.55,16.36,5.93,9.45,3.99,125.39,11.84
Greenland,Country,41.94,40.43,57.63,52.39,47.73,71.36,65.03,63.38,76.83,74.29,62.40,79.26,52.88,56.35,45.72,47.83,51.93,69.58,71.16,68.07,83.15,78.00,69.09,77.76,56.66,62.43,61.24,64.66,73.06,67.73,81.66,83.72,87.11,74.34,104.32,71.80,51.41,60.86,68.37,54.74,82.86,75.02,87.51,118.15,97.96,86.16,86.33,111.64,70.27,78.14,81.99,83.37,74.19,86.82,96.98,94.95,88.71,110.98,98.85,87.79,61.82,73.36,92.55,93.68,98.04,128.98,115.49,95.42,113.38,129.26,129.23,128.02,78.64,92.12,125.73,82.86
Grenada,Country,5.32,4.35,5.29,6.46,7.55,7.33,6.45,5.06,5.43,6.08,5.42,4.79,2.73,2.43,6.37,3.27,2.88,6.02,3.26,2.84,3.61,2.97,2.28,2.86,1.68,2.43,2.99,3.38,3.61,4.37,3.77,3.29,2.97,2.56,3.86,2.53,3.98,5.05,5.32,4.55,6.91,5.51,6.12,5.22,4.98,5.70,6.17,5.20,6.21,6.47,7.27,5.63,8.86,7.06,7.35,7.49,6.05,7.29,6.45,4.65,2.84,2.57,4.27,4.67,6.11,5.94,4.01,3.16,3.04,4.38,3.03,3.21,2.10,3.34,2.81,1.56
Guatemala,Country,801.83,821.19,971.43,"1,012.69","1,001.64",965.82,958.86,938.07,882.59,935.02,864.37,933.44,871.94,891.30,"1,023.33",967.66,971.27,"1,021.79",999.31,958.27,916.30,894.34,865.76,920.10,753.70,823.36,963.59,991.20,981.93,930.64,895.33,955.83,941.89,901.58,896.48,929.19,923.08,926.87,"1,126.40",979.32,"1,121.01",978.03,999.49,"1,024.03",918.48,918.16,910.91,872.61,945.78,905.29,"1,011.13","1,040.50",988.56,918.20,948.53,983.68,877.23,902.25,853.65,903.05,862.00,819.17,993.99,980.95,985.30,967.01,969.54,934.55,894.67,906.34,825.43,966.21,974.12,919.76,"1,100.10",907.30
Guyana,Country,105.72,106.14,147.04,114.13,147.19,119.35,148.46,136.50,126.06,136.50,141.05,132.45,97.11,104.62,106.63,114.55,122.94,90.42,103.20,108.78,95.66,128.09,97.13,135.44,117.01,133.11,140.86,128.57,146.79,131.65,112.61,149.63,90.98,124.79,130.60,147.85,118.46,101.25,136.01,126.28,154.44,119.99,126.24,119.84,141.13,122.58,148.05,156.85,126.84,110.97,134.13,136.83,154.11,129.76,114.74,134.87,113.11,134.77,118.89,160.88,125.91,119.85,139.18,100.46,151.26,131.98,138.71,113.42,119.41,135.03,106.90,136.42,148.72,262.01,170.89,194.94
Haiti,Country,58.87,85.33,82.89,84.67,92.75,98.13,91.59,101.86,101.81,107.64,86.31,85.20,64.18,84.18,97.97,103.27,96.91,105.77,107.91,103.26,99.83,100.08,95.68,88.56,62.40,97.77,94.08,93.83,104.03,94.04,98.23,108.73,104.24,90.49,84.28,78.61,73.48,87.52,100.96,107.30,96.41,91.53,96.36,106.73,87.17,102.17,100.37,87.29,72.90,92.39,97.53,102.57,101.81,98.04,113.74,113.39,98.91,127.69,101.65,110.15,87.27,84.71,124.93,125.25,119.83,91.62,144.51,113.18,100.63,120.66,103.88,114.38,78.34,97.70,106.45,47.95
Honduras,Country,579.33,674.55,768.92,730.87,754.59,786.90,815.19,726.62,732.28,738.12,607.78,674.21,579.15,742.55,824.64,758.31,772.84,823.14,776.17,720.85,689.06,627.57,617.45,614.28,541.29,712.67,758.59,712.99,743.81,804.67,724.42,757.05,658.26,592.45,674.14,607.30,594.79,721.10,817.92,721.13,824.12,800.95,794.84,769.97,694.86,660.05,734.38,579.02,689.11,747.31,779.60,768.05,825.99,768.37,784.62,787.39,727.78,712.64,715.59,660.13,628.64,738.87,844.63,809.45,861.11,796.72,838.06,783.18,774.60,728.11,716.31,713.14,673.94,769.49,774.74,477.80
Jamaica,Country,109.61,89.91,113.96,124.20,108.69,86.01,115.49,95.19,138.44,84.65,85.99,132.81,91.79,116.25,113.31,107.69,122.92,126.55,95.07,102.65,107.57,103.78,87.61,112.56,70.36,83.03,78.46,104.35,95.22,88.34,103.93,79.19,74.44,80.46,89.31,103.00,88.71,73.93,152.76,88.54,91.98,86.60,124.60,94.01,118.04,86.35,118.92,101.79,102.85,99.13,149.93,101.20,124.73,156.03,132.44,144.91,105.35,122.79,201.14,100.37,157.57,87.85,152.56,173.18,128.05,135.31,136.57,98.86,116.55,118.40,76.55,98.96,85.93,97.48,100.95,94.55
Mexico,Country,"30,917.62","30,975.49","34,906.90","35,033.36","35,618.71","35,613.62","35,968.25","34,265.49","35,138.31","37,651.16","33,794.02","33,525.31","30,727.55","30,440.33","35,397.64","34,002.66","33,444.81","36,028.80","34,001.16","33,567.55","34,243.56","37,008.86","32,931.22","31,694.01","30,203.41","31,066.14","34,023.76","34,033.78","33,513.72","34,047.43","31,906.99","34,758.83","34,378.08","35,848.28","35,383.22","32,970.43","32,258.48","32,541.75","38,180.55","34,798.01","36,931.75","37,261.44","34,346.14","37,481.85","36,099.37","39,913.82","39,234.35","36,233.41","36,881.31","36,379.69","41,647.14","39,788.07","41,055.86","41,572.98","40,146.39","41,935.57","39,458.00","43,709.64","41,019.58","37,220.87","38,769.09","37,387.13","42,771.25","41,950.24","43,547.13","41,281.25","41,547.69","41,600.90","40,120.25","42,706.88","39,853.61","38,449.86","38,893.43","38,347.08","40,728.61","23,978.11"
Montserrat,Country,0.15,0.22,0.14,0.12,0.13,0.09,0.09,0.12,0.08,0.16,0.17,0.18,0.10,0.14,0.15,0.17,0.14,0.14,0.20,0.14,0.17,0.38,0.33,0.24,0.16,0.22,0.13,0.27,0.28,0.28,0.41,0.44,0.27,0.39,0.47,0.43,1.02,0.49,0.84,0.60,7.97,4.36,2.93,1.27,0.74,1.23,1.43,2.07,27.19,0.56,0.69,0.74,0.93,0.92,0.59,0.53,0.69,1.51,0.88,0.64,0.96,1.34,0.85,0.90,0.69,0.53,1.91,0.67,0.79,0.81,0.62,0.94,0.73,1.49,0.63,0.45
Netherlands Antilles,Country,164.99,165.04,81.01,265.06,212.36,128.89,395.20,79.46,99.24,129.80,108.47,153.65,75.05,84.44,96.09,101.28,84.28,89.13,103.39,73.91,100.44,68.17,102.86,73.97,70.85,85.44,103.18,100.67,65.07,58.33,122.59,68.19,57.72,57.66,41.13,45.13,57.15,174.40,110.83,76.59,105.61,102.29,198.71,103.55,171.92,127.55,49.22,72.02,69.00,77.27,137.39,132.27,125.91,73.25,72.55,84.73,85.61,73.97,92.54,72.07,56.58,56.33,83.32,96.07,96.49,59.18,88.98,60.70,52.37,68.88,67.58,80.17,54.90,51.36,68.50,67.73
Nicaragua,Country,402.44,430.80,477.70,473.76,490.54,481.47,512.87,521.05,511.62,514.59,455.31,460.10,392.15,417.29,498.86,467.80,436.46,465.82,506.90,497.35,534.81,485.63,438.96,419.15,387.19,465.01,488.50,473.52,498.05,504.33,451.93,561.46,512.38,470.78,450.97,436.58,366.71,445.63,498.94,453.16,501.83,481.05,462.24,505.26,455.07,468.26,462.80,410.66,439.62,466.35,526.48,505.16,529.41,412.03,493.18,556.28,485.44,502.25,465.86,448.01,426.41,437.39,507.24,492.14,549.96,507.61,574.06,562.05,536.06,550.62,509.54,504.17,491.20,504.91,560.35,387.99
Panama,Country,540.82,755.64,545.47,668.83,577.19,581.06,650.66,578.50,737.49,966.95,712.26,579.72,472.55,579.61,622.10,659.39,730.55,527.12,689.19,619.14,471.05,715.48,584.92,570.75,432.58,451.55,560.42,519.48,571.28,484.25,622.86,529.17,433.27,726.44,623.73,614.53,426.39,557.51,768.10,521.83,803.66,498.53,607.89,617.10,640.96,602.35,656.38,596.07,672.49,376.34,705.20,653.14,676.06,544.44,500.15,624.39,604.24,832.29,441.71,409.99,440.71,520.75,427.53,557.64,589.19,386.29,565.83,637.79,702.50,544.94,494.00,635.36,435.33,428.14,465.86,380.83
Paraguay,Country,438.25,455.66,601.77,756.70,738.68,816.07,809.42,660.52,846.34,706.78,517.39,555.71,404.10,401.06,582.64,616.46,547.88,446.79,555.75,556.49,563.50,531.74,481.35,475.15,374.90,390.74,511.39,599.37,612.67,582.17,645.24,682.65,668.40,606.76,570.01,488.01,396.53,401.69,582.89,564.20,724.50,662.87,628.62,601.12,591.55,631.06,589.96,531.78,426.95,560.60,819.39,778.10,700.42,681.24,600.66,638.66,488.62,628.51,563.48,522.05,489.14,566.53,598.01,570.24,618.35,541.98,541.73,532.36,496.64,523.78,552.77,460.06,435.48,598.92,621.99,390.72
Peru,Country,"3,515.81","3,403.50","3,500.36","3,539.22","3,019.15","3,149.40","3,404.35","3,188.04","3,811.99","3,539.50","3,158.45","3,739.41","3,235.48","2,839.11","2,882.74","3,025.98","2,593.36","2,793.84","3,173.63","2,967.49","3,078.54","2,841.84","2,739.57","3,359.81","2,899.29","2,958.00","2,820.10","2,741.86","3,153.42","2,997.87","2,919.86","3,106.22","3,454.60","3,066.17","3,858.40","3,963.85","3,742.43","3,352.41","3,954.08","3,459.86","3,346.04","3,615.80","3,684.51","4,048.49","3,898.58","4,047.78","4,167.43","4,239.81","4,591.08","3,672.09","4,296.11","4,057.13","4,235.08","4,129.91","4,725.47","4,105.38","4,321.93","4,088.67","4,029.07","3,819.06","4,443.18","3,988.62","4,144.23","3,732.59","4,358.52","3,353.29","4,628.54","4,128.13","3,546.41","4,542.36","4,185.65","4,491.56","4,824.22","4,069.20","3,617.06","3,272.19"
"Sint Maarten, Kingdom of the Netherlands",Country,0.50,0.57,0.55,23.12,0.54,0.56,0.81,0.93,0.97,0.47,0.54,1.77,0.72,0.32,0.73,0.39,0.44,3.57,0.49,8.65,1.83,3.16,0.78,1.20,2.74,2.01,2.76,0.29,18.03,5.97,2.74,1.56,4.64,4.84,5.49,4.33,18.99,3.43,2.43,3.33,13.48,29.46,8.81,13.78,9.82,4.58,6.79,5.82,11.39,8.97,13.00,8.66,10.74,4.52,3.18,9.13,6.53,4.88,12.28,14.89,12.55,12.34,7.70,17.71,11.39,11.87,5.78,14.15,986.92,11.34,147.60,18.24,15.50,14.62,3.19,1.67
St. Kitts and Nevis,Country,7.93,9.13,15.45,10.70,7.91,12.83,7.80,10.90,7.33,21.08,12.03,10.85,10.62,7.19,7.76,9.12,7.98,6.28,10.78,11.58,10.63,6.01,5.79,25.72,5.70,6.84,6.38,17.48,8.09,12.10,6.38,6.50,5.38,7.19,6.12,5.19,5.58,15.37,11.18,16.52,6.07,7.05,6.46,22.01,7.60,10.04,15.87,15.04,7.48,19.85,18.65,7.75,9.76,6.56,7.17,6.51,6.58,8.96,8.47,5.51,6.71,6.10,5.64,11.16,11.63,5.77,6.18,6.17,6.44,8.21,9.66,8.45,9.06,7.16,6.85,3.67
St. Lucia,Country,16.26,15.55,19.59,17.56,18.72,18.28,16.98,18.31,18.57,22.11,18.86,18.32,15.98,12.58,16.56,13.29,15.05,15.36,14.47,13.55,14.51,17.53,20.57,12.86,9.77,11.45,11.44,19.55,20.88,11.04,9.12,21.04,12.61,10.54,10.64,10.20,9.65,13.80,12.33,9.17,15.47,12.63,10.06,10.86,7.82,10.91,9.56,12.39,70.05,14.96,11.09,7.40,9.89,10.37,10.92,6.50,6.89,7.32,8.73,30.16,8.31,7.84,8.95,10.47,11.69,10.80,9.82,10.34,8.85,10.45,9.68,9.74,10.86,8.23,9.04,5.37
St. Vincent and the Grenadines,Country,9.90,11.32,13.16,10.20,12.51,13.10,14.22,9.56,12.09,13.48,34.31,10.57,7.45,8.51,9.57,8.27,9.67,10.11,16.04,8.41,8.56,8.00,7.51,7.96,35.59,64.22,15.10,38.38,20.58,31.96,14.35,18.48,13.92,14.77,16.82,14.13,5.40,9.50,4.72,29.35,8.01,28.50,84.34,35.49,4.63,5.90,6.94,6.67,12.59,8.37,28.42,9.11,10.68,5.68,35.64,4.72,48.72,21.47,4.71,6.76,16.40,3.72,12.65,8.36,6.72,32.10,12.25,32.00,44.06,32.50,14.05,5.42,4.59,4.87,4.56,6.04
Suriname,Country,170.83,157.80,171.02,169.24,171.00,174.03,234.49,192.67,262.27,204.38,175.58,193.89,248.07,179.26,196.64,170.15,147.36,152.52,129.29,125.22,126.62,132.26,125.45,116.02,101.88,113.23,114.93,129.30,129.03,109.62,104.63,123.67,99.39,135.49,168.46,179.09,176.51,143.65,158.90,182.13,165.03,154.97,187.39,208.39,164.77,244.21,189.55,205.07,198.01,166.02,177.86,188.88,185.12,174.21,233.62,183.07,238.96,204.43,222.81,200.83,205.05,204.28,264.35,202.22,235.15,227.31,239.62,225.12,212.08,220.38,209.88,271.30,225.00,201.32,166.49,171.63
Trinidad and Tobago,Country,"1,691.74","1,602.98","1,699.02","1,855.08","1,624.00","1,493.84","1,638.89","1,608.75","1,398.55","1,491.19","1,470.76","1,696.91","1,610.29","1,272.86","1,369.04","1,040.82",997.62,"1,056.98","1,044.72",993.51,"1,047.26",924.65,804.73,900.00,858.30,753.29,807.08,747.51,677.43,719.82,785.81,738.76,617.74,723.07,729.27,795.41,804.61,915.85,925.45,949.26,948.10,801.19,914.38,919.94,752.47,874.47,801.32,"1,068.12","1,257.70","1,004.00","1,135.19",982.09,"1,127.99","1,017.17","1,420.18","1,077.39","1,093.94","1,138.06",996.00,"1,152.43","1,056.62","1,080.96","1,057.29",972.88,931.44,837.11,"1,032.25",738.32,711.54,785.00,852.60,876.11,937.88,759.07,791.87,540.13
Uruguay,Country,838.32,686.29,743.16,792.22,902.59,974.24,"1,283.18","1,061.75","1,283.54","1,132.68",983.16,817.75,680.41,656.83,766.61,787.92,746.00,913.29,"1,127.75",953.79,"1,029.18",865.18,814.90,708.11,676.06,610.64,652.92,705.99,726.23,779.15,755.99,929.20,991.73,752.81,822.81,641.52,756.82,663.44,765.92,647.25,872.65,804.70,892.99,"1,062.42",963.31,921.14,928.41,867.91,887.87,722.16,790.21,902.24,908.52,766.03,"1,002.53",885.03,774.85,970.40,840.12,769.83,948.32,799.71,741.48,895.61,907.88,928.47,982.47,943.08,"1,018.93","1,026.24",979.19,865.74,901.04,634.25,775.87,803.78
"Venezuela, Rep. Bolivariana de",Country,"7,310.21","5,412.60","6,109.04","6,126.72","6,587.16","6,118.95","6,207.64","6,034.22","5,520.12","6,195.56","4,548.17","4,927.74","3,742.84","2,827.46","3,470.27","3,406.09","3,178.17","3,303.41","3,859.80","2,741.35","3,241.42","2,959.46","2,790.32","2,626.15","2,850.39","2,007.53","2,365.54","2,319.90","1,985.54","2,878.22","2,606.41","2,544.31","2,454.89","2,130.26","2,406.72","2,581.96","2,761.41","2,589.90","3,113.17","2,760.14","2,769.03","2,521.20","2,512.10","2,732.50","2,610.03","2,336.39","2,429.60","3,311.55","3,210.11","2,104.78","2,812.44","2,994.44","2,778.05","2,556.77","3,280.84","3,348.50","3,222.11","2,968.72","3,030.73","2,987.14","2,521.41","2,094.05","1,635.37","1,918.75","1,238.57","1,360.85","1,086.25","1,416.11","1,250.71",794.49,643.03,"1,080.61",905.97,"1,061.67",723.32,226.07
Western Hemisphere not specified,Country,576.47,655.40,655.20,826.79,853.91,877.80,872.84,967.30,"1,097.76","1,103.46","1,095.88",926.58,549.26,513.88,721.20,842.55,709.99,842.21,801.14,694.27,639.70,622.88,680.12,467.70,354.51,"1,019.38",517.64,635.56,577.38,552.26,521.58,426.43,962.60,409.74,532.49,601.20,253.96,323.36,295.78,311.56,531.55,370.93,390.94,496.64,418.94,432.60,519.32,358.87,472.57,332.02,409.37,667.87,366.74,495.98,386.90,372.11,520.52,392.07,459.79,363.87,301.42,164.73,250.56,492.12,173.64,182.27,171.18,351.26,505.24,209.88,356.00,187.82,181.94,366.62,163.59,294.72
Other Countries not included elsewhere,Country,479.93,389.39,509.23,517.27,631.00,654.39,622.70,661.59,632.17,598.28,513.83,599.15,444.81,353.27,472.64,500.82,487.09,508.99,546.10,492.34,506.24,419.44,407.99,446.45,414.41,335.93,409.36,376.97,358.82,457.07,378.84,501.62,460.61,428.35,421.83,442.11,396.05,395.00,321.93,383.88,356.58,421.45,330.16,492.07,336.05,229.89,265.89,210.61,210.53,144.45,152.87,263.25,202.83,287.98,261.52,293.82,244.98,244.46,217.08,246.51,236.06,194.85,187.48,234.68,226.45,176.70,179.55,171.90,122.46,190.96,147.13,171.29,165.88,117.61,171.28,187.42
Cuba,Country,221.40,191.54,247.37,250.02,343.21,353.55,296.63,323.11,279.39,301.28,240.86,309.07,174.84,135.51,206.19,219.87,224.76,218.58,237.73,185.52,202.25,161.79,165.36,184.56,140.80,126.90,130.81,146.08,146.49,206.33,115.03,174.32,169.87,148.54,129.32,109.32,166.95,196.34,182.53,252.56,207.20,239.41,145.26,176.35,166.37,114.32,146.97,135.66,134.85,124.87,128.14,211.48,158.29,207.79,193.47,224.79,178.37,170.04,146.73,177.85,171.58,130.34,146.11,198.70,189.56,152.22,145.17,141.05,94.17,159.43,114.70,131.08,147.32,101.54,158.39,176.18
"Korea, Dem. People's Rep. of",Country,258.53,197.84,261.87,267.25,287.79,300.84,326.08,338.48,352.78,297.00,272.97,290.08,269.97,217.76,266.45,280.94,262.33,290.42,308.37,306.82,303.99,257.65,242.63,261.89,273.61,209.04,278.55,230.90,212.33,250.74,263.81,327.30,290.74,279.81,292.51,332.79,229.10,198.65,139.40,131.32,149.38,182.04,184.89,315.72,169.69,115.56,118.92,74.95,75.68,19.59,24.74,51.78,44.53,80.19,68.05,69.03,66.61,74.42,70.35,68.66,64.48,64.51,41.38,35.97,36.89,24.48,34.38,30.85,28.29,31.53,32.43,40.21,18.56,16.06,12.89,11.25
Special Categories,Other,"12,618.79","10,131.27","12,608.74","13,176.84","13,540.33","13,009.64","13,919.14","13,557.94","14,890.87","14,411.60","14,107.30","16,018.04","12,206.68","10,456.52","12,556.03","13,103.97","12,828.78","13,898.77","14,410.57","14,254.47","13,915.91","13,949.88","16,051.46","17,873.05","9,936.53","8,147.01","11,185.12","11,383.33","11,368.01","11,628.19","11,201.10","12,639.07","13,093.73","12,671.06","13,608.12","15,426.61","1,116.23",831.80,"1,281.43","1,069.89","1,033.44",981.12,"1,009.23","1,040.54","1,013.88","1,237.71","1,156.61","1,252.77","1,185.37","1,102.73","1,060.02","1,223.13","1,275.29","1,048.87","1,101.22","1,015.47","1,133.73","1,311.25","1,106.13","1,093.34",838.11,685.79,876.13,880.10,782.42,766.07,760.63,776.97,766.24,815.65,806.69,907.53,780.63,508.54,646.73,576.09
Countries & Areas not specified,Other,"19,639.49","19,648.81","21,362.80","17,968.33","19,481.51","18,150.65","19,289.33","16,653.92","21,232.87","19,902.97","18,902.20","19,948.56","14,309.43","13,978.92","15,577.75","14,600.83","14,130.61","14,891.25","16,468.91","13,552.81","14,599.22","15,215.00","14,018.09","15,631.67","11,444.87","12,101.13","14,133.21","13,060.52","13,342.70","13,907.35","13,008.24","12,896.22","12,883.35","12,374.23","14,032.44","15,452.73","14,925.76","14,679.16","18,680.88","15,740.04","20,788.18","18,757.71","17,523.40","21,472.15","23,901.74","18,531.65","20,810.74","21,827.25","20,670.59","16,365.74","20,168.11","18,320.66","21,031.16","19,426.29","23,338.89","22,401.17","21,369.95","21,283.91","22,411.99","18,925.27","22,511.67","16,291.57","20,811.42","21,873.32","21,561.66","20,121.99","24,021.66","21,826.19","24,313.33","24,207.37","23,815.35","24,686.95","19,225.19","18,214.86","22,664.35","19,070.57"
Memorandum Items,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,Region,"50,402.09","45,841.47","49,858.61","48,876.41","48,657.73","47,732.25","51,272.33","44,419.12","49,141.16","45,956.15","44,104.68","44,700.74","34,179.57","31,880.18","36,191.70","34,105.85","34,496.64","36,683.13","35,857.92","31,899.33","32,649.11","33,049.05","30,158.64","31,812.48","26,985.66","27,483.51","30,601.47","30,607.51","29,644.39","32,173.91","30,434.24","30,790.16","30,852.13","29,898.14","32,809.77","33,738.41","31,844.51","31,653.34","37,634.08","33,892.97","36,955.30","33,843.11","33,985.22","35,906.31","35,596.87","37,733.71","39,442.00","38,112.29","42,256.25","37,956.38","43,038.03","42,391.89","42,616.99","40,271.50","42,841.55","41,940.66","38,911.52","46,334.80","41,023.39","40,269.06","39,306.38","35,925.29","40,013.97","40,677.25","42,239.25","39,086.62","41,103.08","37,656.50","39,343.79","39,897.24","38,899.40","40,797.52","39,989.87","35,017.74","37,447.86","26,172.96"
Middle East,Region,"102,942.78","91,368.46","101,078.26","95,891.64","95,846.05","89,909.70","99,747.11","94,608.09","95,854.73","88,709.38","82,769.57","80,626.03","65,438.53","56,523.25","62,583.84","63,838.30","60,512.59","65,397.34","65,882.66","58,264.77","55,144.92","54,014.35","51,956.76","55,024.28","44,284.18","43,154.52","48,336.51","47,464.41","52,593.11","55,807.22","53,801.79","57,460.24","54,716.50","53,809.68","57,418.20","60,463.33","61,391.22","61,010.76","68,867.27","60,041.54","63,522.97","57,086.18","57,789.96","63,308.72","62,372.10","65,583.57","69,598.76","71,024.34","76,410.50","71,298.00","76,306.47","75,869.45","81,374.70","78,359.45","84,060.67","83,471.44","77,940.54","87,171.84","83,672.84","75,922.76","73,550.14","65,954.10","74,529.15","75,003.79","77,602.08","69,112.91","74,330.19","71,062.99","67,127.38","68,689.47","70,540.33","74,090.62","71,671.70","64,412.89","59,525.99","38,717.10"
European Union,Region,"439,915.73","442,685.00","494,101.61","478,518.87","470,890.56","473,530.32","484,550.62","410,198.74","474,647.27","478,948.05","441,506.11","433,469.23","382,553.92","386,331.39","428,737.14","400,489.26","396,139.95","432,703.82","420,540.22","359,932.96","418,735.86","431,182.03","411,699.65","399,656.32","352,871.33","390,167.10","428,396.13","414,971.76","411,529.51","432,949.74","392,149.49","388,232.76","423,833.25","415,087.08","426,769.03","404,044.22","386,011.35","396,067.78","460,693.06","399,472.57","450,851.02","452,765.58","437,299.91","433,975.49","472,210.59","486,760.54","499,215.69","465,903.19","480,977.81","469,788.58","529,099.29","496,891.74","498,709.65","497,389.69","490,823.62","447,644.94","472,573.43","516,722.27","500,531.39","453,085.03","470,423.21","454,848.90","506,298.90","481,608.83","498,711.67","465,718.90","492,561.10","426,308.74","472,389.88","505,978.79","480,224.62","455,989.00","449,390.21","438,608.25","458,876.12","334,529.28"
Emerging Market and Developing Economies by Source of Export Earnings: Fuel,Economic,"191,006.98","171,331.14","186,099.78","181,827.52","181,151.81","170,048.75","183,344.12","174,068.20","173,679.45","164,026.48","147,226.81","148,397.48","118,213.94","105,621.70","118,554.55","115,992.16","113,822.29","121,499.29","120,519.61","105,968.96","102,089.73","101,696.89","95,689.01","99,757.46","80,200.28","77,590.68","88,066.79","87,760.02","92,401.83","97,055.88","94,877.80","98,981.50","95,310.82","95,763.10","100,918.91","106,693.26","109,864.88","106,880.77","119,927.78","105,747.29","114,156.33","104,618.08","105,089.22","111,928.59","112,894.60","117,318.55","123,429.67","129,206.95","138,412.61","126,583.26","137,177.82","135,910.27","142,566.00","137,656.43","148,131.16","147,423.00","140,124.64","156,300.93","147,657.82","135,937.11","131,440.76","117,651.78","130,880.92","134,595.67","135,776.55","124,417.21","130,275.61","126,662.61","119,068.49","123,603.21","123,943.83","132,623.91","127,626.73","112,393.11","105,784.17","73,011.26"
